Food Name,Portion Size,Calories (kcal)
"Beef chow mein or chop suey, no noodles",N/A,82
"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked",N/A,203
Beef curry,N/A,113
Beef curry with rice,N/A,119
"Beef dinner, NFS, frozen meal",N/A,146
Beef egg foo yung,N/A,147
Beef jerky,N/A,410
"Beef macaroni with tomato sauce, frozen entree, reduced fat",N/A,475
"Beef Pot Pie, frozen entree, prepared",N/A,919
"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",N/A,195
Beef salad,N/A,261
Beef sausage,N/A,341
Beef sausage with cheese,N/A,341
"Beef shish kabob with vegetables, excluding potatoes",N/A,122
"Beef steak with onions, Puerto Rican style",N/A,321
"Beef stew with potatoes, Puerto Rican style",N/A,220
"Beef stew, canned entree",N/A,413
Beef stroganoff,N/A,150
Beef stroganoff with noodles,N/A,129
"Beef taco filling: beef, cheese, tomato, taco sauce",N/A,181
Beef wellington,N/A,368
Beef with cream or white sauce,N/A,185
Beef with gravy,N/A,156
Beef with mushroom sauce,N/A,163
Beef with soy-based sauce,N/A,187
"Beef with spaetzle or rice, vegetable, frozen meal",N/A,118
Beef with sweet and sour sauce,N/A,211
Beef with tomato-based sauce,N/A,149
"Beef with vegetable, diet frozen meal",N/A,125
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",N/A,121
"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",N/A,115
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",N/A,115
"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",N/A,110
"Beef, Australian, imported, grass-fed,  external fat, raw",N/A,2130
"Beef, Australian, imported, grass-fed, ground, 85% lean / 15% fat, raw",N/A,239
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",N/A,631
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",N/A,579
"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean and fat, raw",N/A,199
"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw",N/A,131
"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean and fat, raw",N/A,127
"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean only, raw",N/A,512
"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw",N/A,906
"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean only, raw",N/A,160
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw",N/A,140
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",N/A,544
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw",N/A,538
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw",N/A,129
"Beef, Australian, imported, grass-fed, seam fat, raw",N/A,562
"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 4/5, raw",N/A,2490
"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw",N/A,2670
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",N/A,860
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",N/A,248
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",N/A,191
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",N/A,993
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",N/A,289
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",N/A,223
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",N/A,1380
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",N/A,1640
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",N/A,317
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 9, raw",N/A,404
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",N/A,234
"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 9, raw",N/A,1380
"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 4/5, raw",N/A,594
"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw",N/A,627
"Beef, bacon, cooked",N/A,449
"Beef, bacon, reduced sodium, cooked",N/A,541
"Beef, bologna, reduced sodium",N/A,310
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",N/A,883
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",N/A,692
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",N/A,221
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",N/A,728
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",N/A,201
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",N/A,659
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, raw",N/A,142
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",N/A,807
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, raw",N/A,154
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",N/A,748
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, raw",N/A,129
"Beef, brisket",N/A,231
"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",N/A,132
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",N/A,690
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",N/A,708
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",N/A,662
"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw",N/A,573
"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw",N/A,124
"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",N/A,890
"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",N/A,221
"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",N/A,205
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,289
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",N/A,1160
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",N/A,298
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",N/A,278
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",N/A,280
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, raw",N/A,1160
"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",N/A,205
"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",N/A,887
"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",N/A,829
"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,196
"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, raw",N/A,530
"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",N/A,203
"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, raw",N/A,129
"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",N/A,789
"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, select, raw",N/A,519
"Beef, brisket, point half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",N/A,1500
"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,1460
"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",N/A,1120
"Beef, brisket, point half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",N/A,1020
"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",N/A,1220
"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,1380
"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",N/A,253
"Beef, brisket, whole, separable lean only, all grades, raw",N/A,157
"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",N/A,912
"Beef, carcass, separable lean and fat, select, raw",N/A,1160
"Beef, chopped, cured, smoked",N/A,556
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",N/A,296
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",N/A,857
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",N/A,1270
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",N/A,210
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",N/A,285
"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",N/A,822
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",N/A,228
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",N/A,613
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",N/A,234
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",N/A,638
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",N/A,923
"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",N/A,137
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",N/A,988
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",N/A,180
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",N/A,241
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, raw",N/A,773
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",N/A,959
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw",N/A,173
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",N/A,183
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",N/A,571
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",N/A,795
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",N/A,139
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",N/A,172
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",N/A,559
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",N/A,277
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",N/A,931
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",N/A,1180
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",N/A,227
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",N/A,267
"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",N/A,903
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",N/A,209
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",N/A,641
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",N/A,215
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",N/A,669
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",N/A,834
"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",N/A,143
"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",N/A,799
"Beef, chuck for stew, separable lean and fat, all grades, raw",N/A,128
"Beef, chuck for stew, separable lean and fat, choice, cooked, braised",N/A,813
"Beef, chuck for stew, separable lean and fat, choice, raw",N/A,130
"Beef, chuck for stew, separable lean and fat, select, cooked, braised",N/A,186
"Beef, chuck for stew, separable lean and fat, select, raw",N/A,520
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",N/A,1240
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",N/A,283
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,302
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",N/A,1020
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",N/A,309
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",N/A,1040
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",N/A,295
"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",N/A,1000
"Beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, choice, cooked, braised",N/A,886
"Beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, select, cooked, braised",N/A,195
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,897
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, raw",N/A,132
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",N/A,936
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",N/A,583
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",N/A,205
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw",N/A,125
"Beef, chuck, blade roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",N/A,1400
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,1430
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",N/A,248
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",N/A,1500
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",N/A,268
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",N/A,1330
"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",N/A,962
